Card Type,Card ID,Text
White,W773,A political alliance held together entirely by a news debate timer.
White,W774,The new national award category: Best a giant LED screen.
White,W775,What happens when Sonia Gandhi discovers fact-checking.
White,W776,A government scheme nobody understands: cricket geopolitics.
White,W777,A reality show called “arranged marriage.”
White,W778,A WhatsApp University dissertation on Bollywood nepotism.
White,W779,An extremely Indian solution to a Delhi air-quality monitor.
White,W780,A celebrity-politician-journalist summit concludes with panel shouting.
White,W781,A reality show called “wedding season.”
White,W782,A celebrity launches a political party called a railway platform ticket.
White,W783,The most cursed panel discussion imaginable: a political manifesto printed in Comic Sans.
White,W784,"airport security, but somehow sponsored by a fintech startup."
White,W785,The one thing that can make a newsroom lose its mind: a television chyron with six exclamation marks.
White,W786,A completely unnecessary debate about celebrity PR.
White,W787,"a gym membership nobody uses, but somehow sponsored by a fintech startup."
White,W788,The family astrologer's prediction: a CAT preparation book.
White,W789,The forbidden combination of a gym membership nobody uses and arranged marriage.
White,W790,The newsroom's emergency snack: a family astrologer.
White,W791,A reality show called “UPI.”
White,W792,The only thing missing from Indian television is a completely unnecessary committee.
White,W793,The new national award category: Best a Parliament canteen bill.
White,W794,A newsroom intern accidentally publishes newsroom astrology.
White,W795,A politician's autobiography is titled “a startup founder saying 'we are a family': The People Decide.”
White,W796,A national emergency is declared because of a gym membership nobody uses.
White,W797,The one thing that can make a newsroom lose its mind: a plastic chair at a wedding.
White,W798,A journalist asks one simple question and receives: a fact-checking spreadsheet.
White,W799,The one thing that can make a newsroom lose its mind: the Indian education system.
White,W800,The one thing that finally united the entire panel: a rejected Aadhaar OTP.
White,W801,The reason everyone is late to Hyderabad.
White,W802,The one subject banned from every family WhatsApp group: the Indian education system.
White,W803,The press badge nobody can explain: a Chennai auto driver.
White,W804,The one thing that finally united the entire panel: a celebrity PR statement.
White,W805,A WhatsApp University dissertation on prime-time outrage.
White,W806,A politician's autobiography is titled “teleprompter diplomacy: The People Decide.”
White,W807,The IIT project nobody asked for: engineering placement season.
White,W808,A newsroom intern accidentally publishes a Parliament canteen bill.
White,W809,The election manifesto's mysterious final page: election arithmetic.
White,W810,The plot twist nobody expected: TRP mathematics.
White,W811,"The ₹10,000 solution to a ₹10 problem: a family astrologer."
White,W812,The one subject banned from every family WhatsApp group: prime-time outrage.
White,W813,The final boss of WhatsApp jurisprudence.
White,W814,"A journalist, a comedian, and Jairam Ramesh are trapped in a lift with Mumbai rent."
White,W815,A Bollywood remake of the family group chat.
White,W816,A political rally sponsored by wedding season.
White,W817,"A historical documentary about podcast diplomacy, narrated by K. Chandrashekar Rao."
White,W818,The Indian remake of a superhero movie where the superpower is social-media outrage.
White,W819,"family pressure, but somehow sponsored by a fintech startup."
White,W820,The deluxe wedding package: a giant wedding buffet.
White,W821,A viral clip starts with a hostel mess menu and ends with nobody knowing what happened.
White,W822,A documentary filmmaker discovers celebrity PR in the archives.
White,W823,The only thing capable of defeating celebrity PR.
White,W824,The most expensive piece of jugaad ever built: a Delhi Metro announcement.
White,W825,A stand-up comedian attempts to explain monsoon flooding to Parliament.
White,W826,A family wedding is interrupted by the family group chat.
White,W827,A five-year plan for achieving cricket fever.
White,W828,The comedian's new crowd-work technique: UPI.
White,W829,What happens when Sudhir Chaudhary discovers a YouTube thumbnail with a red arrow.
White,W830,The plot twist nobody expected: a Swiggy coupon worth ₹17.
White,W831,A suspiciously confident uncle explaining stand-up politics.
White,W832,A corporate offsite that somehow became influencer culture.
White,W833,Indira Gandhi arriving at IIT Madras with absolutely no explanation.
White,W834,The real reason Varanasi has traffic.
White,W835,The most expensive piece of jugaad ever built: Indian aunties.
White,W836,The most expensive piece of jugaad ever built: a YouTube thumbnail with a red arrow.
White,W837,The forbidden combination of Bengaluru rent and a viral reel.
White,W838,The final boss of startup culture.
White,W839,The one subject banned from every family WhatsApp group: stand-up politics.
White,W840,The unholy alliance between a completely unnecessary committee and a press conference nobody requested.
White,W841,An extremely Indian solution to a railway platform ticket.
White,W842,A prime-time debate topic chosen by a random-number generator: a fact-checking spreadsheet.
White,W843,"A panel consisting of A. R. Antulay, Asaduddin Owaisi, and a pressure cooker."
White,W844,An HR policy specifically banning a giant LED screen.
White,W845,The Indian household's most powerful weapon: influencer accountability.
White,W846,"The ₹10,000 solution to a ₹10 problem: fact-checking."
White,W847,"a cricket bat, but somehow sponsored by a fintech startup."
White,W848,The IIT project nobody asked for: a WhatsApp University PhD.
White,W849,The one thing that finally united the entire panel: UPI.
White,W850,The ancient inscription translates to: “Beware of a cricket DRS review.”
White,W851,The comedian's new crowd-work technique: a plastic chair at a wedding.
White,W852,The deluxe wedding package: an auntie with seventeen theories.
White,W853,A corporate offsite that somehow became auntie intelligence.
White,W854,"A journalist says, “Sources tell us,” and the source is WhatsApp jurisprudence."
White,W855,A journalist asks one simple question and receives: influencer culture.
White,W856,The secret ingredient in a celebrity PR statement.
White,W857,A suspiciously confident uncle explaining a completely unnecessary committee.
White,W858,The newsroom's new performance metric: a YouTube thumbnail with a red arrow.
White,W859,An HR policy specifically banning TRP mathematics.
White,W860,A celebrity's rider contains exactly one demand: an auntie with seventeen theories.
White,W861,A government app that exists solely to collect Delhi pollution.
White,W862,The post-match presentation award for Most Unnecessary Drama goes to Sweta Singh for arranged marriage.
White,W863,An extremely Indian solution to a family astrologer.
White,W864,"cricket geopolitics, but somehow sponsored by a fintech startup."
White,W865,What happens when Shekhar Gupta discovers newsroom chaos.
White,W866,The only thing missing from Indian television is fact-checking.
White,W867,The emergency meeting about the emergency meeting: a half-charged power bank.
White,W868,A suspiciously confident uncle explaining engineering placement season.
White,W869,The most ambitious jugaad ever attempted: a viral reel.
White,W870,The headline nobody expected to read: a half-charged power bank.
White,W871,The one thing even an algorithm cannot classify: the attention economy.
White,W872,The one thing even Shekhar Gupta cannot explain: prime-time television.
White,W873,An uncle's solution to every problem: election arithmetic.
White,W874,"A panel consisting of Jasprit Bumrah, Kunal Kamra, and a pressure cooker."
White,W875,The only thing capable of defeating a television chyron with six exclamation marks.
White,W876,The press badge nobody can explain: a cricket bat.
White,W877,The only thing louder than a prime-time debate: a plastic chair at a wedding.
White,W878,A government scheme nobody understands: family pressure.
White,W879,A government scheme nobody understands: Indian aunties.
White,W880,A celebrity launches a political party called a plastic chair at a wedding.
White,W881,A fact-check that somehow requires LinkedIn enlightenment.
White,W882,The comedian's new crowd-work technique: a fact-checking spreadsheet.
White,W883,The most cursed panel discussion imaginable: family pressure.
White,W884,A startup whose entire business model is Indian traffic.
White,W885,A Bollywood remake of a motivational LinkedIn post.
White,W886,An HR policy specifically banning a viral reel.
White,W887,The new national emergency: a Parliament canteen bill.
White,W888,The coalition's common minimum programme: a neighbourhood uncle with breaking news.
White,W889,The Indian household's most powerful weapon: a Delhi Metro announcement.
White,W890,The only thing louder than a prime-time debate: a podcast microphone.
White,W891,A comedy special titled “arranged marriage: Live From an IPL stadium.”
White,W892,The next startup unicorn's entire product is prime-time outrage.
White,W893,A family group chat meltdown about viral clip economics.
White,W894,A TED Talk nobody should give: election arithmetic.
White,W895,The emergency meeting about the emergency meeting: corporate wellness.
White,W896,The most cursed panel discussion imaginable: a Delhi air-quality monitor.
White,W897,A time traveller arrives in 2026 carrying Mumbai rent.
White,W898,A cricket commentator describes influencer accountability as “an interesting development.”
White,W899,The thing hidden inside every Indian suitcase: a suspicious UPI notification.
White,W900,A journalist asks one simple question and receives: Indian aunties.
White,W901,A celebrity launches a political party called a Swiggy coupon worth ₹17.
White,W902,The TV chyron reads: “BREAKING: auntie intelligence.”
White,W903,A prime-time debate topic chosen by a random-number generator: a viral reel.
White,W904,A reality show called “a neighbourhood uncle with breaking news.”
White,W905,A Bollywood remake of Indian traffic.
White,W906,A documentary filmmaker discovers a fact-checking spreadsheet in the archives.
White,W907,"The ₹10,000 solution to a ₹10 problem: a celebrity PR statement."
White,W908,A reality show called “a Parliament canteen bill.”
White,W909,A reality show called “the Indian education system.”
White,W910,The parliamentarian's hidden talent: the Indian education system.
White,W911,"A historical documentary about a screaming prime-time debate, narrated by Supriya Sule."
White,W912,The reason everyone is late to a roadside chai stall.
White,W913,The most cursed panel discussion imaginable: a fact-checking spreadsheet.
White,W914,A family wedding is interrupted by a Mumbai local train.
White,W915,"A politician says, “The people have spoken,” immediately followed by a cricket bat."
White,W916,The most ambitious jugaad ever attempted: government portal archaeology.
White,W917,"A comedian says, “You won't believe what happened with a podcast microphone.”"
White,W918,The parliamentarian's hidden talent: Indian aunties.
White,W919,The internet's collective attention span is defeated by a government form requiring seventeen signatures.
White,W920,The thing hidden inside every Indian suitcase: prime-time outrage.
White,W921,"The only acceptable answer to “Beta, what are you doing with your life?”: a YouTube thumbnail with a red arrow."
White,W922,An uncle's solution to every problem: government portal archaeology.
White,W923,A stand-up comedian attempts to explain a news debate timer to Parliament.
White,W924,A five-year plan for achieving family pressure.
White,W925,The IIT project nobody asked for: family pressure.
White,W926,"A panel consisting of Jawaharlal Nehru, Joseph Stalin, and a pressure cooker."
White,W927,A family wedding is interrupted by a Chennai auto driver.
White,W928,"a half-charged power bank, but somehow sponsored by a fintech startup."
White,W929,A political rally sponsored by a family WhatsApp group.
White,W930,A government app that exists solely to collect a YouTube thumbnail with a red arrow.
White,W931,The only thing louder than a prime-time debate: influencer accountability.
White,W932,The one subject banned from every family WhatsApp group: LinkedIn enlightenment.
White,W933,"A news anchor says, “We have exclusive access to Indian jugaad.”"
White,W934,A Bollywood remake of a fact-checking spreadsheet.
White,W935,"The only acceptable answer to “Beta, what are you doing with your life?”: a 47-slide PowerPoint."
White,W936,The post-match presentation award for Most Unnecessary Drama goes to S. Jaishankar for Mumbai rent.
White,W937,The one subject banned from every family WhatsApp group: a Chennai auto driver.
White,W938,The WhatsApp forward that finally ended a completely unnecessary committee.
White,W939,A completely normal Sunday involving a podcast microphone.
White,W940,The politician's completely fictional campaign promise: the Indian education system.
White,W941,A WhatsApp University dissertation on a Bengaluru traffic jam.
White,W942,"The ₹10,000 solution to a ₹10 problem: cricket fever."
White,W943,An uncle's solution to every problem: stand-up politics.
White,W944,A train announcement nobody was prepared for: a 47-slide PowerPoint.
White,W945,The only thing missing from Indian television is a press conference nobody requested.
White,W946,The next viral hashtag: #UNCLENATION.
White,W947,A celebrity's rider contains exactly one demand: a press conference nobody requested.
White,W948,A luxury version of a railway platform ticket.
White,W949,The one thing that finally united the entire panel: an intern who accidentally became the editor-in-chief.
White,W950,A five-year plan for achieving election arithmetic.
White,W951,A historical emperor discovers television and immediately orders Indian traffic.
White,W952,The IIT project nobody asked for: a Bengaluru traffic jam.
White,W953,The forbidden combination of prime-time television and election optics.
White,W954,The only thing capable of defeating Indian jugaad.
White,W955,The thing hidden inside every Indian suitcase: podcast diplomacy.
White,W956,A podcast episode nobody survives: a government form requiring seventeen signatures.
White,W957,A political strategist's 3 a.m. idea: a Mumbai local train.
White,W958,A government scheme nobody understands: election arithmetic.
White,W959,The one thing that finally united the entire panel: a cricket DRS review.
White,W960,A family group chat meltdown about newsroom astrology.
White,W961,A corporate offsite that somehow became the attention economy.
White,W962,Palki Sharma's master plan: a family WhatsApp group.
White,W963,The new national emergency: TRP mathematics.
White,W964,"A journalist, a comedian, and Lal Bahadur Shastri are trapped in a lift with a government form requiring seventeen signatures."
White,W965,The comedian's new crowd-work technique: TRP mathematics.
White,W966,A viral clip starts with a broken Jio router and ends with nobody knowing what happened.
White,W967,The emergency meeting about the emergency meeting: a startup pitch deck.
White,W968,A press conference interrupted by the Indian education system.
White,W969,A celebrity's rider contains exactly one demand: the family group chat.
White,W970,A celebrity's autobiography is titled “a Bollywood award trophy: My Journey.”
White,W971,"The only acceptable answer to “Beta, what are you doing with your life?”: corporate wellness."
White,W972,"A panel consisting of Zakir Khan, Taapsee Pannu, and a pressure cooker."
White,W973,The Indian remake of a superhero movie where the superpower is influencer accountability.
White,W974,A podcast episode nobody survives: a gym membership nobody uses.
White,W975,The post-match presentation award for Most Unnecessary Drama goes to Jawaharlal Nehru for a Delhi air-quality monitor.
White,W976,A completely unnecessary debate about exam season.
White,W977,The only thing louder than a prime-time debate: a Swiggy coupon worth ₹17.
White,W978,A family group chat meltdown about a podcast microphone.
White,W979,A celebrity-politician-journalist summit concludes with wedding season.
White,W980,The next startup unicorn's entire product is a suspicious UPI notification.
White,W981,The WhatsApp forward that finally ended celebrity PR.
White,W982,The secret weapon of Indian television: a Chennai auto driver.
White,W983,A startup whose entire business model is a Delhi air-quality monitor.
White,W984,The forbidden combination of a fact-checking spreadsheet and newsroom chaos.
White,W985,A WhatsApp University dissertation on a cricket bat.
White,W986,A family wedding is interrupted by influencer culture.
White,W987,The new national emergency: a press conference nobody requested.
White,W988,The newsroom's emergency snack: a broken Jio router.
White,W989,The real reason an IPL stadium has traffic.
White,W990,An extremely Indian solution to auntie intelligence.
White,W991,The new national award category: Best a motivational LinkedIn post.
White,W992,The most Indian thing imaginable is the Indian education system.
White,W993,A comedian's autobiography is titled “a family astrologer: Please Don't Cancel Me.”
White,W994,A fact-check that somehow requires a railway platform ticket.
White,W995,A podcast episode nobody survives: a half-charged power bank.
White,W996,The election manifesto's mysterious final page: a studio teleprompter.
White,W997,A political strategist's 3 a.m. idea: a family WhatsApp group.
White,W998,The election manifesto's mysterious final page: a Zomato delivery bag.
White,W999,The TV chyron reads: “BREAKING: a Bollywood award trophy.”
White,W1000,A prime-time debate judge awards one point for engineering placement season.
